timestamps,TP9,AF7,AF8,TP10,Right AUX
1688994411.151,26.855,64.941,11.719,5.859,-13.184
1688994411.155,26.367,58.594,19.531,13.672,45.410
1688994411.159,23.438,59.570,21.484,14.648,-2.930
1688994411.162,34.668,55.664,24.902,16.113,8.301
1688994411.166,32.715,53.711,30.273,12.695,59.082
1688994411.170,24.902,56.152,24.902,12.695,25.391
1688994411.174,23.438,45.410,15.625,10.742,30.273
1688994411.178,22.461,32.715,14.648,11.230,12.695
1688994411.182,23.438,33.691,17.090,9.277,15.625
1688994411.186,26.367,34.668,15.625,2.441,22.949
1688994411.190,17.578,31.738,15.625,3.418,60.059
1688994411.194,14.648,34.180,15.137,5.371,66.895
1688994411.198,16.113,41.504,14.648,11.230,33.203
1688994411.201,11.719,39.062,16.113,11.719,43.457
1688994411.205,20.020,31.738,15.137,6.836,52.734
1688994411.209,19.531,33.691,12.695,-3.906,30.273
1688994411.213,21.973,39.551,15.625,0.000,28.809
1688994411.217,28.320,40.527,22.461,14.648,131.348
1688994411.221,21.973,39.551,26.855,18.066,87.891
1688994411.225,19.043,45.410,27.344,11.230,-3.906
1688994411.229,26.367,49.805,30.762,9.277,61.035
1688994411.233,27.832,49.316,27.344,14.160,125.977
1688994411.237,31.738,45.410,25.879,22.461,44.434
1688994411.241,40.039,44.434,28.320,22.949,11.230
1688994411.244,51.758,41.992,24.414,24.414,55.176
1688994411.248,71.777,22.461,29.297,61.035,3.906
1688994411.252,78.613,24.902,32.227,75.195,22.949
1688994411.256,55.176,59.082,23.926,31.738,63.477
1688994411.260,34.668,62.988,21.973,5.371,42.969
1688994411.264,41.504,55.664,16.113,22.461,63.965
1688994411.268,44.922,57.129,8.301,19.043,68.848
1688994411.272,34.668,58.105,7.812,-4.395,-9.277
1688994411.276,36.133,57.129,4.395,0.977,-19.043
1688994411.280,40.527,50.781,2.930,1.953,24.414
1688994411.284,32.227,50.293,3.418,-11.230,-6.836
1688994411.287,36.621,49.805,-4.883,-11.719,-10.742
1688994411.291,47.852,38.574,-4.883,-4.883,-4.883
1688994411.295,40.527,34.668,12.695,-4.883,-3.418
1688994411.299,23.438,31.738,24.902,-9.277,12.695
1688994411.303,8.789,31.738,19.043,-19.043,29.785
1688994411.307,9.277,31.250,8.789,-18.555,54.688
1688994411.311,16.113,26.367,3.418,-13.184,45.410
