timestamps,TP9,AF7,AF8,TP10,Right AUX
1678714319.574,-13.672,10.254,45.410,-14.648,26.855
1678714319.578,21.484,7.812,36.621,19.043,21.973
1678714319.582,26.367,10.742,41.504,25.879,91.797
1678714319.586,-9.766,17.090,49.316,-8.789,54.199
1678714319.589,-24.414,24.414,47.852,-43.457,18.066
1678714319.593,-4.883,22.949,41.992,-17.090,26.855
1678714319.597,26.367,18.555,39.062,52.246,-16.602
1678714319.601,13.184,18.555,34.668,39.062,51.758
1678714319.605,-9.766,22.949,40.527,-12.207,115.723
1678714319.609,-12.207,27.344,56.641,-20.996,51.758
1678714319.613,-2.930,20.508,51.270,-12.207,54.688
1678714319.617,45.410,17.090,36.621,23.438,109.375
1678714319.621,35.156,21.973,39.551,33.203,38.086
1678714319.625,-11.719,21.973,50.781,-1.465,15.137
1678714319.629,-28.320,26.855,57.617,-51.270,21.973
1678714319.632,-22.461,21.484,49.805,-43.457,4.395
1678714319.636,7.324,10.254,36.621,14.648,12.695
1678714319.640,37.598,10.742,32.227,50.293,0.000
1678714319.644,38.086,18.555,39.551,36.621,-73.730
1678714319.648,-19.043,21.973,48.828,-40.527,-78.125
1678714319.652,-25.391,14.160,44.434,-48.340,-18.555
1678714319.656,4.395,5.371,37.109,14.648,-2.441
1678714319.660,21.973,10.742,38.086,38.574,-2.930
1678714319.664,-1.953,16.602,46.387,20.508,39.062
1678714319.668,-24.414,18.555,53.711,-15.137,67.871
1678714319.671,8.301,19.043,54.199,-34.180,131.836
1678714319.675,30.762,15.625,43.945,-6.836,68.848
1678714319.679,18.066,9.766,36.133,28.320,1.953
1678714319.683,12.695,9.277,40.527,18.555,29.297
1678714319.687,16.602,14.648,49.805,-20.996,7.324
1678714319.691,-4.883,18.066,55.664,-18.555,30.273
1678714319.695,-21.973,11.230,45.410,17.090,66.406
1678714319.699,17.578,12.207,39.062,38.574,107.422
1678714319.703,42.969,20.020,44.434,17.578,77.637
1678714319.707,6.348,23.926,48.828,-22.949,1.953
1678714319.711,4.395,25.879,45.410,-44.922,-40.039
1678714319.714,2.930,16.113,40.039,-2.930,-5.371
1678714319.718,-6.836,9.766,40.527,39.062,11.230
1678714319.722,5.859,14.648,41.504,23.926,39.551
1678714319.726,-15.625,21.484,41.504,-12.207,44.922
1678714319.730,-31.738,25.391,46.875,-20.996,17.090
1678714319.734,0.488,17.578,46.387,4.883,41.016
1678714319.738,41.504,11.230,36.621,48.828,40.039
1678714319.742,19.531,15.137,33.691,47.852,46.387
1678714319.746,3.906,21.973,37.598,-9.277,51.270
1678714319.750,-8.301,24.414,36.621,-41.504,26.855
1678714319.754,12.207,20.996,29.785,-26.855,25.391
1678714319.757,43.457,15.137,25.391,10.742,6.836
1678714319.761,31.738,18.066,30.273,16.113,42.480
1678714319.765,10.742,23.926,40.527,-19.531,115.234
1678714319.769,5.859,22.949,42.480,-33.691,77.148
1678714319.773,38.086,21.484,36.621,-14.648,6.836
1678714319.777,55.176,16.113,32.227,9.766,-12.207
1678714319.781,32.715,15.625,27.832,18.555,7.812
1678714319.785,20.996,19.043,31.250,-1.953,41.504
1678714319.789,13.184,19.531,45.898,-16.113,18.066
1678714319.793,27.832,15.137,45.898,-2.930,-16.113
1678714319.796,46.387,5.371,35.156,35.645,68.359
1678714319.800,53.711,3.906,33.691,55.664,68.359
1678714319.804,46.875,10.254,40.527,37.109,-18.066
1678714319.808,44.434,16.113,44.922,1.465,-36.133
1678714319.812,42.969,10.254,41.016,-4.395,-4.395
1678714319.816,79.102,2.930,33.203,39.551,13.672
1678714319.820,108.398,3.906,34.180,78.125,-8.301
1678714319.824,75.684,2.930,40.039,47.363,-4.395
1678714319.828,44.922,3.906,44.434,1.953,-26.367
1678714319.832,47.363,0.488,44.434,11.230,15.137
1678714319.836,84.961,-1.953,39.551,56.152,123.047
1678714319.839,94.238,0.977,34.180,86.914,124.512
1678714319.843,78.613,3.418,35.645,64.941,88.379
1678714319.847,74.219,9.277,44.922,21.484,79.102
1678714319.851,69.824,9.766,47.363,18.555,98.145
1678714319.855,80.566,6.348,41.016,55.176,-13.672
1678714319.859,101.562,2.930,32.227,80.566,-20.996
1678714319.863,93.750,6.348,38.086,68.359,7.812
1678714319.867,71.777,14.648,45.410,35.156,-42.969
1678714319.871,74.219,14.160,41.992,20.020,30.762
1678714319.875,87.402,8.789,35.156,48.340,47.363
1678714319.879,109.863,8.301,31.738,93.262,41.016
1678714319.882,104.980,14.160,37.109,73.242,44.434
1678714319.886,59.082,17.090,49.805,16.602,25.391
1678714319.890,46.387,18.555,53.223,14.160,20.996
